CustomerID,Date,Amount,Category,City,TransactionType,Merchant
CUST1109,2023-03-25,662.67,Food,Kolkata,Online,Store_48
CUST1052,2023-03-13,390.67,Bills,Chennai,Offline,Store_4
CUST1111,2023-01-24,2777.51,Shopping,Hyderabad,Online,Store_31
CUST1139,2023-03-12,3288.42,Food,Bangalore,Offline,Store_21
CUST1043,2023-07-10,9314.01,Health,Kolkata,Online,Store_50
CUST1050,2023-02-27,1064.16,Health,Delhi,Online,Store_36
CUST1169,2023-09-14,930.49,Shopping,Bangalore,Offline,Store_23
CUST1158,2023-11-10,2995.91,Food,Delhi,Online,Store_40
CUST1037,2023-10-02,833.47,Travel,Bangalore,Offline,Store_13
CUST1020,2023-08-17,5340.28,Entertainment,Delhi,Online,Store_41
CUST1097,2023-12-11,3909.68,Entertainment,Hyderabad,Online,Store_14
CUST1194,2023-08-16,1120.71,Health,Hyderabad,Offline,Store_23
CUST1186,2023-07-08,2779.57,Health,Chennai,Offline,Store_8
CUST1044,2023-01-04,2809.27,Shopping,Bangalore,Offline,Store_23
CUST1094,2023-12-20,217.68,Entertainment,Bangalore,Offline,Store_20
CUST1178,2023-06-10,4656.89,Food,Chennai,Offline,Store_10
CUST1085,2023-10-10,1407.41,Shopping,Kolkata,Online,Store_7
CUST1023,2023-10-15,3502.67,Shopping,Bangalore,Offline,Store_20
CUST1027,2023-10-18,771.47,Health,Kolkata,Online,Store_33
CUST1090,2023-03-19,4517.58,Bills,Delhi,Online,Store_5
CUST1024,2023-12-14,985.98,Health,Bangalore,Offline,Store_44
CUST1135,2023-09-05,21.79,Bills,Mumbai,Online,Store_17
CUST1179,2023-01-01,4715.81,Entertainment,Chennai,Offline,Store_36
CUST1074,2023-09-25,191.45,Bills,Delhi,Offline,Store_12
CUST1083,2023-03-07,769.31,Health,Chennai,Online,Store_27
CUST1195,2023-12-29,5993.94,Travel,Hyderabad,Offline,Store_48
CUST1093,2023-01-02,6015.9,Health,Kolkata,Offline,Store_32
CUST1120,2023-06-02,1703.99,Bills,Hyderabad,Online,Store_15
CUST1057,2023-04-02,1998.46,Travel,Mumbai,Online,Store_30
CUST1017,2023-09-12,1190.03,Shopping,Bangalore,Offline,Store_42
CUST1100,2023-01-26,694.05,Entertainment,Hyderabad,Offline,Store_8
CUST1008,2023-09-14,796.97,Food,Delhi,Online,Store_14
CUST1145,2023-02-27,2232.65,Bills,Bangalore,Offline,Store_11
CUST1178,2023-08-09,2791.68,Bills,Hyderabad,Online,Store_11
CUST1111,2023-04-01,3136.39,Bills,Kolkata,Offline,Store_33
CUST1153,2023-06-03,3117.66,Food,Hyderabad,Offline,Store_1
CUST1010,2023-06-01,191.27,Entertainment,Kolkata,Offline,Store_26
CUST1193,2023-08-23,1364.1,Food,Hyderabad,Offline,Store_20
CUST1170,2023-12-10,118.56,Bills,Hyderabad,Online,Store_33
CUST1143,2023-11-24,1594.92,Food,Mumbai,Offline,Store_2
CUST1142,2023-07-14,1165.11,Entertainment,Kolkata,Offline,Store_8
CUST1119,2023-02-18,4373.24,Food,Chennai,Online,Store_5
CUST1013,2023-06-14,864.38,Bills,Hyderabad,Offline,Store_23
CUST1098,2023-04-12,249.01,Bills,Delhi,Online,Store_24
CUST1122,2023-05-13,308.62,Bills,Mumbai,Offline,Store_50
CUST1195,2023-08-23,2866.86,Travel,Chennai,Offline,Store_11
CUST1192,2024-01-01,1925.81,Shopping,Mumbai,Offline,Store_9
CUST1055,2023-11-05,213.22,Entertainment,Chennai,Online,Store_38
CUST1020,2023-02-04,175.71,Entertainment,Kolkata,Offline,Store_18
CUST1015,2023-01-26,2414.42,Travel,Delhi,Offline,Store_47
CUST1066,2023-07-18,151.09,Shopping,Delhi,Online,Store_1
CUST1081,2023-01-26,3450.37,Food,Hyderabad,Online,Store_50
CUST1199,2023-11-03,2450.0,Entertainment,Mumbai,Online,Store_23
CUST1169,2023-01-08,169.7,Travel,Delhi,Online,Store_46
CUST1072,2023-11-30,177.31,Health,Hyderabad,Online,Store_40
CUST1193,2023-12-03,8630.92,Bills,Mumbai,Online,Store_30
CUST1027,2023-12-30,937.68,Entertainment,Chennai,Offline,Store_21
CUST1063,2023-11-23,926.11,Shopping,Hyderabad,Online,Store_31
CUST1046,2023-02-01,3351.15,Food,Mumbai,Offline,Store_13
CUST1122,2023-02-12,5884.33,Shopping,Hyderabad,Online,Store_16
CUST1095,2023-01-11,8537.55,Travel,Hyderabad,Offline,Store_37
CUST1020,2023-11-15,2799.8,Shopping,Hyderabad,Offline,Store_42
CUST1033,2023-09-28,944.04,Bills,Hyderabad,Online,Store_29
CUST1175,2023-11-27,174.39,Bills,Bangalore,Online,Store_39
CUST1054,2023-01-10,3002.49,Food,Delhi,Online,Store_4
CUST1133,2023-11-13,1634.72,Entertainment,Chennai,Online,Store_1
CUST1033,2023-07-12,1104.07,Food,Bangalore,Offline,Store_27
CUST1065,2023-10-01,4736.48,Bills,Bangalore,Offline,Store_10
CUST1113,2023-03-05,235.76,Travel,Mumbai,Offline,Store_45
CUST1065,2023-06-07,1357.01,Entertainment,Delhi,Offline,Store_47
CUST1037,2023-06-11,22.84,Bills,Mumbai,Online,Store_25
CUST1011,2023-10-14,1264.71,Bills,Delhi,Offline,Store_11
CUST1079,2023-06-17,115.9,Entertainment,Kolkata,Online,Store_29
CUST1099,2023-08-10,252.98,Entertainment,Mumbai,Offline,Store_16
CUST1063,2023-08-17,250.05,Entertainment,Mumbai,Offline,Store_18
CUST1111,2023-01-27,2095.14,Health,Chennai,Offline,Store_7
CUST1073,2023-09-21,2741.2,Shopping,Hyderabad,Offline,Store_20
CUST1034,2023-02-19,1751.11,Travel,Delhi,Offline,Store_3
CUST1191,2023-06-18,6549.44,Travel,Bangalore,Online,Store_6
CUST1143,2023-03-26,939.59,Shopping,Delhi,Online,Store_10
CUST1024,2023-05-04,672.94,Health,Delhi,Offline,Store_41
CUST1049,2023-05-31,4059.01,Bills,Bangalore,Offline,Store_24
CUST1098,2023-05-01,506.16,Travel,Kolkata,Offline,Store_28
CUST1045,2023-02-21,6605.74,Health,Kolkata,Offline,Store_22
CUST1075,2023-08-01,24.46,Food,Delhi,Online,Store_42
CUST1123,2023-11-01,7005.05,Health,Hyderabad,Offline,Store_21
CUST1126,2023-12-20,88.24,Entertainment,Chennai,Online,Store_20
CUST1128,2023-06-20,4435.44,Travel,Delhi,Offline,Store_42
CUST1000,2023-05-05,1500.29,Shopping,Kolkata,Online,Store_2
CUST1158,2023-07-18,9913.66,Shopping,Hyderabad,Online,Store_43
CUST1152,2023-09-19,153.32,Travel,Mumbai,Offline,Store_38
CUST1140,2023-03-13,1614.22,Bills,Mumbai,Offline,Store_15
CUST1091,2023-04-28,6967.15,Shopping,Delhi,Online,Store_18
CUST1034,2023-11-06,1480.89,Bills,Delhi,Offline,Store_17
CUST1178,2023-11-13,1985.26,Travel,Bangalore,Online,Store_26
CUST1014,2023-09-30,2379.8,Shopping,Bangalore,Online,Store_17
CUST1172,2023-05-28,1212.26,Shopping,Kolkata,Online,Store_15
CUST1078,2023-03-18,1975.35,Entertainment,Delhi,Online,Store_48
CUST1163,2023-01-27,1755.65,Bills,Chennai,Offline,Store_46
CUST1072,2023-12-07,4628.47,Shopping,Mumbai,Online,Store_13
CUST1112,2023-03-18,93.02,Travel,Delhi,Online,Store_12
CUST1082,2023-10-04,659.69,Bills,Chennai,Offline,Store_25
CUST1159,2023-01-21,6007.99,Food,Mumbai,Online,Store_19
CUST1157,2023-04-22,4419.35,Food,Delhi,Offline,Store_48
CUST1107,2023-12-07,1216.35,Food,Bangalore,Offline,Store_26
CUST1026,2023-01-18,1935.87,Health,Hyderabad,Offline,Store_29
CUST1055,2023-12-14,649.75,Food,Chennai,Online,Store_49
CUST1057,2023-06-19,416.81,Entertainment,Bangalore,Online,Store_5
CUST1166,2023-05-27,1246.12,Travel,Kolkata,Offline,Store_47
CUST1178,2023-09-28,871.91,Bills,Hyderabad,Offline,Store_19
CUST1169,2023-10-23,1752.49,Shopping,Bangalore,Offline,Store_16
CUST1138,2023-04-12,161.84,Bills,Chennai,Online,Store_44
CUST1129,2023-10-16,7329.92,Bills,Kolkata,Offline,Store_23
CUST1152,2023-08-17,8567.73,Travel,Bangalore,Offline,Store_20
CUST1084,2023-03-12,2395.73,Shopping,Delhi,Online,Store_43
CUST1156,2023-02-13,1536.16,Bills,Kolkata,Offline,Store_2
CUST1031,2023-04-20,740.76,Health,Delhi,Offline,Store_4
CUST1178,2023-12-11,3361.81,Shopping,Chennai,Offline,Store_32
CUST1117,2023-01-18,2308.66,Entertainment,Delhi,Offline,Store_24
CUST1004,2023-01-08,354.95,Health,Hyderabad,Offline,Store_30
CUST1148,2023-08-18,4836.6,Health,Hyderabad,Offline,Store_41
CUST1038,2023-06-03,3457.99,Health,Chennai,Offline,Store_5
CUST1186,2023-02-02,5983.48,Health,Hyderabad,Online,Store_33
CUST1163,2023-07-13,2587.21,Health,Hyderabad,Offline,Store_20
CUST1091,2023-01-12,1900.81,Shopping,Bangalore,Online,Store_21
CUST1106,2023-03-16,1083.41,Travel,Mumbai,Online,Store_49
CUST1163,2023-08-26,5398.04,Food,Bangalore,Online,Store_17
CUST1155,2023-11-24,4020.78,Health,Chennai,Online,Store_9
CUST1084,2023-02-25,92.55,Bills,Hyderabad,Online,Store_49
CUST1162,2023-09-26,53.44,Travel,Hyderabad,Offline,Store_7
CUST1034,2023-03-05,944.7,Entertainment,Delhi,Offline,Store_10
CUST1006,2023-09-19,3327.3,Health,Delhi,Offline,Store_40
CUST1110,2023-06-04,8728.55,Shopping,Bangalore,Offline,Store_42
CUST1079,2023-08-02,326.02,Health,Mumbai,Online,Store_11
CUST1190,2023-11-04,1803.45,Bills,Mumbai,Online,Store_18
CUST1152,2023-03-23,958.95,Entertainment,Hyderabad,Online,Store_34
CUST1193,2023-05-01,7007.42,Bills,Kolkata,Offline,Store_42
CUST1148,2023-03-13,3691.83,Entertainment,Mumbai,Offline,Store_8
CUST1090,2023-03-05,3644.38,Health,Delhi,Offline,Store_2
CUST1081,2023-07-28,1264.83,Bills,Kolkata,Online,Store_7
CUST1128,2023-02-10,1071.67,Bills,Bangalore,Offline,Store_48
CUST1018,2023-01-02,638.78,Entertainment,Chennai,Online,Store_14
CUST1143,2023-06-20,116.05,Health,Kolkata,Offline,Store_36
CUST1142,2023-02-12,4000.85,Health,Hyderabad,Online,Store_38
CUST1093,2023-01-15,3352.23,Food,Mumbai,Online,Store_1
CUST1059,2023-09-05,16344.89,Food,Kolkata,Offline,Store_10
CUST1096,2023-10-27,11389.75,Food,Bangalore,Online,Store_5
CUST1044,2023-09-27,1621.3,Shopping,Delhi,Online,Store_48
CUST1062,2023-11-20,2930.57,Travel,Kolkata,Online,Store_41
CUST1086,2023-07-03,5792.34,Food,Delhi,Online,Store_29
CUST1004,2023-07-16,3789.54,Bills,Kolkata,Online,Store_21
CUST1128,2023-03-31,568.3,Food,Delhi,Online,Store_49
CUST1153,2023-05-27,1197.65,Bills,Hyderabad,Online,Store_47
CUST1119,2023-07-20,276.59,Travel,Kolkata,Offline,Store_15
CUST1188,2023-07-12,6160.45,Bills,Delhi,Offline,Store_16
CUST1015,2023-09-27,1863.7,Bills,Delhi,Offline,Store_26
CUST1058,2023-12-03,519.21,Travel,Kolkata,Offline,Store_11
CUST1038,2023-09-04,2227.66,Entertainment,Kolkata,Online,Store_44
CUST1153,2023-08-22,1925.34,Health,Bangalore,Offline,Store_6
CUST1170,2023-06-12,886.84,Bills,Bangalore,Offline,Store_7
CUST1072,2023-08-28,241.08,Health,Kolkata,Online,Store_8
CUST1037,2023-06-02,2226.88,Bills,Kolkata,Offline,Store_4
CUST1118,2023-02-05,1469.22,Shopping,Mumbai,Offline,Store_14
CUST1082,2023-06-11,2959.61,Shopping,Mumbai,Offline,Store_20
CUST1023,2023-10-15,1468.62,Food,Bangalore,Online,Store_19
CUST1076,2023-07-25,3823.54,Shopping,Mumbai,Offline,Store_1
CUST1039,2023-11-16,1605.51,Entertainment,Delhi,Online,Store_31
CUST1013,2023-09-09,1646.23,Travel,Mumbai,Offline,Store_46
CUST1190,2023-07-14,4185.52,Bills,Delhi,Offline,Store_36
CUST1133,2023-11-12,1033.29,Food,Bangalore,Offline,Store_7
CUST1040,2023-10-08,287.78,Shopping,Kolkata,Online,Store_15
CUST1036,2023-02-07,58.41,Entertainment,Kolkata,Online,Store_26
CUST1080,2023-07-19,2814.11,Food,Hyderabad,Online,Store_39
CUST1154,2023-02-13,1936.8,Food,Delhi,Offline,Store_19
CUST1118,2023-11-04,2435.33,Travel,Chennai,Offline,Store_22
CUST1163,2023-04-23,478.96,Food,Delhi,Online,Store_1
CUST1079,2023-01-06,293.23,Travel,Delhi,Offline,Store_37
CUST1026,2023-12-28,29.3,Entertainment,Delhi,Online,Store_22
CUST1078,2023-01-09,863.37,Entertainment,Delhi,Online,Store_10
CUST1074,2023-05-04,1782.79,Food,Mumbai,Online,Store_41
CUST1178,2023-07-25,995.96,Travel,Hyderabad,Online,Store_31
CUST1151,2023-04-14,1150.64,Bills,Bangalore,Offline,Store_25
CUST1101,2023-05-05,4690.12,Travel,Bangalore,Online,Store_37
CUST1113,2023-03-30,856.21,Bills,Chennai,Offline,Store_38
CUST1182,2023-09-18,1443.05,Health,Chennai,Offline,Store_40
CUST1176,2023-04-27,3061.74,Entertainment,Bangalore,Online,Store_30
CUST1018,2023-08-02,1010.16,Entertainment,Mumbai,Offline,Store_20
CUST1080,2023-04-03,1946.18,Food,Kolkata,Offline,Store_26
CUST1198,2023-06-07,3966.28,Health,Mumbai,Online,Store_48
CUST1167,2023-02-19,5972.38,Food,Bangalore,Online,Store_15
CUST1028,2023-08-16,318.16,Bills,Bangalore,Online,Store_34
CUST1126,2023-02-15,5223.33,Food,Chennai,Offline,Store_49
CUST1011,2023-10-24,1355.01,Entertainment,Delhi,Online,Store_9
CUST1183,2023-10-03,597.47,Entertainment,Bangalore,Online,Store_27
CUST1040,2023-09-23,1229.17,Bills,Delhi,Online,Store_48
CUST1028,2023-07-21,7827.31,Food,Mumbai,Offline,Store_36
CUST1071,2023-04-01,1356.98,Health,Chennai,Online,Store_12
CUST1174,2023-05-13,797.23,Shopping,Mumbai,Offline,Store_19
CUST1019,2023-03-29,2006.97,Travel,Chennai,Online,Store_48
CUST1194,2023-03-14,549.26,Bills,Kolkata,Offline,Store_34
CUST1119,2023-01-10,157.79,Health,Chennai,Online,Store_40
CUST1126,2023-04-03,275.95,Health,Hyderabad,Offline,Store_17
CUST1129,2023-03-10,274.04,Shopping,Kolkata,Offline,Store_33
CUST1019,2023-10-10,329.52,Entertainment,Chennai,Online,Store_3
CUST1020,2023-07-30,298.92,Shopping,Hyderabad,Online,Store_3
CUST1048,2023-01-04,2048.17,Entertainment,Bangalore,Online,Store_19
CUST1048,2023-04-14,401.49,Food,Delhi,Offline,Store_4
CUST1160,2023-09-10,848.28,Entertainment,Chennai,Offline,Store_17
CUST1150,2023-08-27,4541.95,Health,Delhi,Online,Store_3
CUST1090,2023-12-08,1284.76,Health,Kolkata,Online,Store_4
CUST1027,2023-12-21,2202.58,Travel,Chennai,Online,Store_44
CUST1096,2023-11-23,378.26,Food,Kolkata,Online,Store_30
CUST1077,2023-04-07,427.1,Food,Hyderabad,Offline,Store_14
CUST1027,2023-06-21,83.45,Entertainment,Delhi,Online,Store_44
CUST1116,2023-06-09,370.09,Bills,Kolkata,Online,Store_19
CUST1155,2023-06-19,653.1,Bills,Delhi,Offline,Store_28
CUST1013,2023-02-27,389.62,Travel,Mumbai,Online,Store_10
CUST1129,2023-12-25,185.77,Health,Delhi,Online,Store_6
CUST1065,2023-04-04,257.11,Food,Hyderabad,Offline,Store_9
CUST1196,2023-06-25,1235.26,Bills,Kolkata,Offline,Store_35
CUST1140,2023-09-19,462.18,Travel,Mumbai,Online,Store_7
CUST1089,2023-12-05,905.96,Entertainment,Bangalore,Offline,Store_3
CUST1139,2023-10-21,1400.01,Food,Kolkata,Online,Store_32
CUST1108,2023-08-18,2344.91,Food,Chennai,Online,Store_10
CUST1040,2023-05-16,80.21,Food,Chennai,Online,Store_18
CUST1181,2023-09-03,3212.99,Shopping,Chennai,Offline,Store_13
CUST1059,2023-07-25,1977.19,Entertainment,Chennai,Online,Store_2
CUST1045,2023-08-03,170.59,Food,Chennai,Offline,Store_8
CUST1150,2023-07-29,4136.27,Entertainment,Kolkata,Offline,Store_14
CUST1097,2023-01-27,5073.39,Food,Bangalore,Online,Store_47
CUST1080,2023-09-21,126.05,Travel,Mumbai,Online,Store_25
CUST1096,2023-09-11,648.35,Bills,Kolkata,Online,Store_3
CUST1178,2023-12-20,3281.87,Bills,Mumbai,Offline,Store_34
CUST1191,2023-10-05,2758.71,Food,Hyderabad,Offline,Store_30
CUST1146,2023-04-27,407.96,Entertainment,Hyderabad,Online,Store_38
CUST1195,2023-07-24,469.8,Travel,Bangalore,Offline,Store_8
CUST1151,2023-02-06,925.57,Entertainment,Chennai,Online,Store_14
CUST1180,2023-03-30,1325.33,Travel,Kolkata,Online,Store_26
CUST1112,2023-05-05,1926.0,Shopping,Kolkata,Offline,Store_30
CUST1004,2023-11-27,920.63,Bills,Hyderabad,Online,Store_45
CUST1189,2023-04-15,1241.78,Travel,Mumbai,Online,Store_3
CUST1196,2023-11-25,2752.46,Bills,Mumbai,Online,Store_7
CUST1160,2023-03-26,74.75,Entertainment,Mumbai,Online,Store_8
CUST1003,2023-11-14,581.87,Health,Hyderabad,Offline,Store_24
CUST1111,2023-07-25,2498.98,Travel,Delhi,Online,Store_49
CUST1062,2023-09-05,4511.53,Food,Chennai,Offline,Store_12
CUST1008,2023-04-22,1433.56,Food,Kolkata,Offline,Store_10
CUST1030,2023-10-07,1519.06,Bills,Kolkata,Online,Store_6
CUST1171,2023-08-02,226.72,Food,Hyderabad,Online,Store_1
CUST1158,2023-03-30,1186.29,Food,Kolkata,Offline,Store_12
CUST1018,2023-05-25,1521.21,Food,Mumbai,Online,Store_1
CUST1073,2023-01-15,555.39,Health,Chennai,Offline,Store_29
CUST1093,2023-04-11,627.35,Shopping,Bangalore,Online,Store_41
CUST1196,2023-02-18,947.33,Shopping,Kolkata,Offline,Store_38
CUST1022,2023-07-28,40.55,Shopping,Kolkata,Offline,Store_44
CUST1168,2023-09-28,777.45,Food,Delhi,Offline,Store_5
CUST1048,2023-06-09,475.11,Bills,Delhi,Online,Store_36
CUST1152,2023-07-15,793.5,Food,Delhi,Online,Store_16
CUST1170,2023-03-20,255.13,Shopping,Hyderabad,Offline,Store_33
CUST1091,2023-04-08,4424.16,Entertainment,Chennai,Online,Store_22
CUST1032,2023-07-10,1800.8,Travel,Delhi,Offline,Store_47
CUST1162,2023-09-23,2273.27,Shopping,Delhi,Offline,Store_21
CUST1167,2023-07-18,3113.42,Health,Chennai,Offline,Store_22
CUST1065,2023-05-14,1380.07,Shopping,Bangalore,Online,Store_41
CUST1023,2023-05-19,181.86,Health,Kolkata,Offline,Store_28
CUST1028,2023-04-12,1540.52,Travel,Hyderabad,Online,Store_38
CUST1187,2023-03-14,1767.85,Bills,Kolkata,Offline,Store_9
CUST1170,2023-06-03,2736.43,Bills,Mumbai,Offline,Store_46
CUST1028,2023-04-23,1130.07,Shopping,Delhi,Offline,Store_11
CUST1199,2023-02-09,272.97,Food,Chennai,Online,Store_27
CUST1040,2023-04-28,667.52,Health,Chennai,Online,Store_38
CUST1008,2023-01-05,902.23,Shopping,Bangalore,Online,Store_16
CUST1006,2023-06-06,2076.45,Food,Bangalore,Online,Store_23
CUST1146,2023-02-26,1691.56,Bills,Chennai,Online,Store_8
CUST1124,2023-12-21,880.41,Travel,Mumbai,Online,Store_2
CUST1049,2023-05-07,8612.39,Shopping,Chennai,Offline,Store_10
CUST1179,2023-09-10,1861.67,Health,Hyderabad,Online,Store_37
CUST1199,2023-01-25,541.59,Food,Bangalore,Offline,Store_40
CUST1102,2023-11-06,214.69,Travel,Hyderabad,Offline,Store_16
CUST1067,2023-04-08,331.78,Travel,Delhi,Offline,Store_18
CUST1136,2023-12-13,564.61,Food,Kolkata,Offline,Store_4
CUST1005,2023-07-05,350.33,Bills,Chennai,Online,Store_31
CUST1069,2023-02-17,412.98,Entertainment,Hyderabad,Offline,Store_22
CUST1103,2023-01-26,671.21,Health,Hyderabad,Online,Store_17
CUST1049,2023-07-01,380.8,Entertainment,Mumbai,Offline,Store_42
CUST1102,2023-03-31,4541.5,Food,Chennai,Offline,Store_6
CUST1044,2023-02-27,167.27,Shopping,Mumbai,Online,Store_29
CUST1056,2023-10-10,1486.82,Food,Mumbai,Online,Store_39
CUST1122,2023-05-04,1056.61,Shopping,Mumbai,Online,Store_19
CUST1174,2023-08-10,8077.28,Travel,Chennai,Offline,Store_40
CUST1162,2023-09-15,237.65,Shopping,Chennai,Offline,Store_32
CUST1122,2023-06-21,1014.52,Food,Delhi,Offline,Store_39
CUST1137,2023-02-20,6978.12,Travel,Kolkata,Online,Store_47
CUST1088,2023-01-18,4012.49,Entertainment,Mumbai,Offline,Store_14
CUST1097,2023-01-17,3397.33,Travel,Delhi,Offline,Store_4
CUST1033,2023-02-22,596.55,Health,Mumbai,Offline,Store_6
CUST1002,2023-12-06,374.8,Shopping,Kolkata,Offline,Store_1
CUST1060,2023-12-02,2209.12,Entertainment,Mumbai,Online,Store_44
CUST1001,2023-10-03,5300.77,Shopping,Mumbai,Online,Store_28
CUST1192,2023-08-09,1627.3,Shopping,Delhi,Online,Store_2
CUST1191,2023-12-30,1695.46,Shopping,Delhi,Online,Store_31
CUST1019,2023-10-29,656.95,Bills,Delhi,Online,Store_45
CUST1072,2023-10-04,2934.95,Bills,Bangalore,Offline,Store_48
CUST1069,2023-03-18,414.16,Food,Hyderabad,Online,Store_20
CUST1020,2023-03-07,782.18,Travel,Bangalore,Offline,Store_41
CUST1167,2023-06-03,1108.29,Health,Kolkata,Offline,Store_50
CUST1188,2023-05-04,1416.97,Shopping,Hyderabad,Offline,Store_18
CUST1041,2023-09-28,555.23,Travel,Hyderabad,Offline,Store_50
CUST1077,2023-05-13,243.97,Bills,Delhi,Online,Store_40
CUST1150,2023-09-30,1886.4,Travel,Kolkata,Offline,Store_15
CUST1193,2023-08-05,681.13,Travel,Mumbai,Offline,Store_30
CUST1060,2023-02-24,1740.91,Travel,Hyderabad,Offline,Store_26
CUST1151,2023-09-20,335.33,Bills,Delhi,Offline,Store_10
CUST1176,2023-06-17,1312.24,Health,Chennai,Offline,Store_37
CUST1051,2023-02-03,1521.09,Shopping,Delhi,Online,Store_48
CUST1180,2023-10-03,106.43,Travel,Delhi,Offline,Store_21
CUST1174,2023-09-25,820.77,Health,Hyderabad,Online,Store_19
CUST1009,2023-10-03,288.7,Food,Hyderabad,Offline,Store_24
CUST1064,2023-07-25,130.94,Entertainment,Hyderabad,Offline,Store_36
CUST1080,2023-02-24,9202.4,Travel,Mumbai,Online,Store_31
CUST1051,2023-01-19,778.26,Health,Chennai,Offline,Store_34
CUST1087,2023-05-04,3320.14,Bills,Hyderabad,Online,Store_37
CUST1118,2023-08-16,587.78,Entertainment,Mumbai,Online,Store_44
CUST1085,2023-12-02,2288.28,Health,Hyderabad,Offline,Store_48
CUST1147,2023-09-12,2856.13,Shopping,Delhi,Online,Store_2
CUST1064,2023-08-24,1810.89,Shopping,Kolkata,Offline,Store_8
CUST1038,2023-03-04,1275.71,Health,Kolkata,Offline,Store_24
CUST1199,2023-07-26,1061.52,Bills,Chennai,Online,Store_37
CUST1126,2023-01-28,858.09,Health,Bangalore,Online,Store_37
CUST1168,2023-07-23,5305.11,Food,Kolkata,Offline,Store_34
CUST1160,2023-11-20,3551.21,Travel,Kolkata,Offline,Store_47
CUST1064,2023-11-23,6706.35,Bills,Kolkata,Offline,Store_31
CUST1063,2023-04-06,265.46,Health,Kolkata,Offline,Store_49
CUST1091,2023-03-04,2625.1,Shopping,Chennai,Offline,Store_7
CUST1091,2023-01-17,5572.25,Bills,Delhi,Offline,Store_19
CUST1150,2023-01-16,399.91,Travel,Hyderabad,Offline,Store_7
CUST1124,2023-07-06,137.62,Bills,Mumbai,Offline,Store_30
CUST1001,2023-10-05,2702.79,Shopping,Chennai,Offline,Store_20
CUST1044,2023-07-12,1708.85,Health,Bangalore,Online,Store_41
CUST1118,2023-08-12,3688.15,Bills,Kolkata,Offline,Store_39
CUST1064,2023-01-16,301.12,Bills,Kolkata,Online,Store_43
CUST1134,2023-07-12,3172.1,Bills,Chennai,Online,Store_28
CUST1034,2023-04-03,450.36,Travel,Chennai,Offline,Store_9
CUST1037,2023-04-16,357.43,Entertainment,Bangalore,Online,Store_26
CUST1151,2023-05-17,358.89,Bills,Hyderabad,Offline,Store_3
CUST1148,2023-01-31,3370.21,Entertainment,Mumbai,Online,Store_2
CUST1138,2023-12-20,2188.43,Travel,Bangalore,Offline,Store_44
CUST1035,2023-07-06,1480.75,Entertainment,Kolkata,Offline,Store_35
CUST1045,2023-04-04,888.92,Shopping,Delhi,Offline,Store_13
CUST1024,2023-09-03,4194.41,Health,Delhi,Online,Store_34
CUST1047,2023-08-14,996.63,Food,Delhi,Online,Store_40
CUST1151,2023-01-28,3392.17,Travel,Hyderabad,Online,Store_4
CUST1005,2023-09-08,1156.55,Travel,Mumbai,Offline,Store_23
CUST1041,2023-07-31,946.24,Food,Mumbai,Offline,Store_11
CUST1161,2023-04-09,1242.32,Health,Kolkata,Offline,Store_15
CUST1055,2023-10-28,717.29,Entertainment,Hyderabad,Offline,Store_48
CUST1022,2023-04-02,2753.55,Health,Mumbai,Offline,Store_32
CUST1181,2023-08-17,1397.21,Health,Bangalore,Offline,Store_14
CUST1138,2023-08-12,528.49,Health,Hyderabad,Offline,Store_43
CUST1061,2023-05-29,4596.68,Bills,Chennai,Online,Store_47
CUST1104,2023-09-17,968.66,Shopping,Chennai,Online,Store_35
CUST1003,2023-04-28,1568.56,Health,Delhi,Offline,Store_11
CUST1115,2023-01-30,4738.99,Entertainment,Kolkata,Offline,Store_47
CUST1176,2023-09-07,1957.6,Food,Chennai,Online,Store_27
CUST1098,2023-07-05,248.63,Bills,Hyderabad,Online,Store_25
CUST1127,2023-08-16,5621.23,Entertainment,Chennai,Offline,Store_20
CUST1057,2023-08-17,1976.15,Entertainment,Hyderabad,Online,Store_6
CUST1027,2023-11-21,815.65,Food,Hyderabad,Offline,Store_49
CUST1056,2023-07-16,299.95,Shopping,Hyderabad,Offline,Store_21
CUST1032,2023-07-24,3160.0,Food,Bangalore,Offline,Store_48
CUST1059,2023-08-27,1935.55,Travel,Mumbai,Online,Store_6
CUST1061,2023-11-02,1524.83,Entertainment,Mumbai,Offline,Store_22
CUST1111,2023-01-31,4486.61,Food,Mumbai,Online,Store_25
CUST1043,2023-04-18,3107.98,Shopping,Mumbai,Offline,Store_40
CUST1139,2023-05-27,328.98,Travel,Chennai,Online,Store_1
CUST1109,2023-12-10,747.13,Travel,Bangalore,Offline,Store_19
CUST1085,2023-01-12,571.34,Shopping,Hyderabad,Online,Store_46
CUST1022,2023-06-14,2724.74,Travel,Chennai,Offline,Store_28
CUST1073,2023-05-10,68.22,Entertainment,Mumbai,Online,Store_13
CUST1018,2023-10-29,1687.43,Entertainment,Kolkata,Online,Store_49
CUST1014,2023-06-22,2874.83,Health,Hyderabad,Offline,Store_6
CUST1083,2023-04-12,4187.33,Entertainment,Mumbai,Offline,Store_15
CUST1076,2023-06-07,837.35,Bills,Mumbai,Offline,Store_42
CUST1197,2023-07-15,3443.62,Travel,Delhi,Online,Store_29
CUST1037,2023-01-18,234.49,Shopping,Hyderabad,Offline,Store_13
CUST1061,2023-12-19,3747.49,Bills,Kolkata,Online,Store_27
